"榴"	"木留"	"LQ"	"LIU"	"榴瘤镏留遛馏骝馏橱揩楷榷楞"
"斓"	"火阑"	"LJ"	"LAN"	"斓谰阑澜镧"
"老"	""	"LK"	"LAO"	"老铑栳姥佬者若名考岩孝"
"涝"	"三劳"	"LK"	"LAO"	"涝痨铹捞劳唠崂滋浚澄捞浇渗"
"篱"	"竹离"	"LI"	"LI"	"篱璃缡漓离篙簇镜缓蓉鹿"
"逦"	""	"LI"	"LI"	"逦丽郦鹂"
"呖"	"口历"	"LI"	"LI"	"呖励苈沥坜历"
"戾"	"户犬"	"LI"	"LI"	"戾扉"
"轹"	"车乐"	"LI"	"LI"	"轹栎乐烁"
"倥"	"人空"	"KS"	"KONG"	"倥崆箜空窍"
"跨"	"足夸"	"KW"	"KUA"	"跨胯挎垮侉夸胯磅躇踌蹲路"
"郐"	""	"KY"	"KUAI"	"郐会侩哙狯脍"
"亏"	""	"KV"	"KUI"	"亏弓百手寻号舌"
"盔"	"灰皿"	"KV"	"KUI"	"盔灰皿盗蕴盈瓷袭盐"
"奎"	"大圭"	"KV"	"KUI"	"奎圭查垒蛮垄室童"
"廓"	"广郭"	"KO"	"KUO"	"廓郭廊痴琢廖厨舔泣"
"来"	""	"LL"	"LAI"	"来铼莱涞徕崃赉睐宋帘末朱采丧"
"睐"	"目来"	"LL"	"LAI"	"睐来铼莱涞徕崃赉"
"倔"	"人屈"	"JT"	"JUE"	"倔掘崛掘橱佣佩悯偏"
"橛"	"木厥"	"JT"	"JUE"	"橛橛噘逆塑撅厥劂蕨"
"爵"	""	"JT"	"JUE"	"爵爝留爱蛊蔑翠聚"
"钧"	""	"JP"	"JUN"	"钧均匀钩钓铂锌韵铭"
"卡"	"上下"	"KA"	"KA"	"卡上佧胩卞卢十乍方万"
"侃"	""	"KJ"	"KAN"	"侃保"
"拷"	""	"KK"	"KAO"	"拷栲烤铐考挎烤佬姥接档"
"柯"	"木可"	"KE"	"KE"	"柯珂轲疴坷可苛钶坷村朽何构河"
"竭"	""	"JX"	"JIE"	"竭碣歇曷遏羯揭褐喝蝎福撮"
"卺"	""	"JN"	"JIN"	"卺"
"妗"	"女今"	"JN"	"JIN"	"妗今念"
"阱"	""	"JY"	"JING"	"阱进井肼"
"警"	"敬言"	"JY"	"JING"	"警敬譬擎智攀瞥誊"
"净"	"二争"	"JY"	"JING"	"净争孕卑夺吝审序"
"弪"	""	"JY"	"JING"	"弪弘"
"韭"	"非一"	"JQ"	"JIU"	"韭非菲非茫共哭芬"
"雎"	"目佳，目隹"	"JU"	"JU"	"雎隹"
"龃"	"齿且"	"JU"	"JU"	"龃咀且沮"
"具"	""	"JU"	"JU"	"具俱且县臭且真异吴"
"鹣"	"兼鸟"	"JM"	"JIAN"	"鹣搛兼谦缣"
"建"	""	"JM"	"JIAN"	"建健蓬揍津趋崔逢"
"蒋"	""	"JD"	"JIANG"	"蒋将溶熔涛落傍猜"
"跤"	"足交"	"JC"	"JIAO"	"跤交效郊姣文茭蛟鲛"
"绞"	""	"JC"	"JIAO"	"绞狡交饺皎续较狡绥纹经"
"镬"	"金"	"HO"	"HUO"	"镬蕉苓嚯藿蠖"
"饥"	""	"JI"	"JI"	"饥机玑肌矶讥凡叽机肌仇讥帆钒"
"汲"	"三及"	"JI"	"JI"	"汲岌及芨吸级极笈圾吸波沥涣淤"
"佶"	"人吉"	"JI"	"JI"	"佶吉"
"戢"	""	"JI"	"JI"	"戢揖缉楫"
"伎"	"人支"	"JI"	"JI"	"伎去佐技位仗住伍"
"技"	""	"JI"	"JI"	"技妓支伎芰枝拄挂投妓拉"
"芰"	""	"JI"	"JI"	"芰妓支伎技"
"祭"	""	"JI"	"JI"	"祭蔡梁缓绘祟崇经"
"跽"	"足忌"	"JI"	"JI"	"跽忌"
"稷"	""	"JI"	"JI"	"稷"
"甲"	""	"JW"	"JIA"	"甲胛钾申由田牢用卒"
"猢"	""	"HU"	"HU"	"猢瑚鹕胡糊郁猢湖葫蝴"
"葫"	""	"HU"	"HU"	"葫煳瑚鹕胡糊郁猢湖蝴萌莉苗荡茵茨"
"浒"	"三许"	"HU"	"HU"	"浒许"
"花"	""	"HW"	"HUA"	"花化华龙苑论托茁砧"
"化"	""	"HW"	"HUA"	"化铧骅哗华花讹比此北代忙忆"
"锾"	""	"HR"	"HUAN"	"锾爱媛湲"
"擐"	""	"HR"	"HUAN"	"擐寰圜擐澴"
"凰"	""	"HD"	"HUANG"	"凰隍墩甩傲厨凤邀"
"恍"	""	"HD"	"HUANG"	"恍光晃忧悦忱优快洗"
"麾"	"麻毛"	"HV"	"HUI"	"麾麻魔麽靡磨縻麾"
"荟"	""	"HV"	"HUI"	"荟绘浍会烩桧"
"裹"	""	"GO"	"GUO"	"裹豪辜黍褒襄蓑"
"撼"	""	"HJ"	"HAN"	"撼感憾憾搪握磁撬掘"
"嗥"	"口皋"	"HK"	"HAO"	"嗥皋"
"很"	""	"HF"	"HEN"	"很痕狠恨狠恨艰根棍损"
"蘅"	""	"HG"	"HENG"	"蘅衡"
"訇"	""	"HS"	"HONG"	"訇匍匐"
"后"	""	"HB"	"HOU"	"后诟启店尼尽石坛"
"厚"	""	"HB"	"HOU"	"厚谆层匡侵唇虐淳"
"鞲"	"革篝"	"GB"	"GOU"	"鞲鞯"
"诟"	"言后"	"GB"	"GOU"	"诟后垢"
"诡"	"言危"	"GV"	"GUI"	"诡危泥振流诉遗谊"
"腐"	"府肉"	"FU"	"FU"	"腐府隐瘸鹿臃厨膀"
"父"	""	"FU"	"FU"	"父爹又义艾丈文叉"
"复"	""	"FU"	"FU"	"复得夏宴臭莫葛妻"
"覆"	""	"FU"	"FU"	"覆复馥疆匿露震履霞"
"尜"	"尖小大"	"GA"	"GA"	"尜尖"
"该"	"言亥"	"GL"	"GAI"	"该赅陔垓孩凉谊诀谈诊"
"垓"	"土亥"	"GL"	"GAI"	"垓陔赅该"
"擀"	""	"GJ"	"GAN"	"擀翰"
"疙"	""	"GE"	"GE"	"疙圪讫乞纥疙疤疮瘪瘩痊痘"
"梵"	"林凡"	"FJ"	"FAN"	"梵凡帆"
"妃"	"女已"	"FZ"	"FEI"	"妃已"
"绯"	""	"FZ"	"FEI"	"绯菲啡非菲霏鲱腓匪诽悱斐榧翡篚痱"
"腓"	"月非"	"FZ"	"FEI"	"腓鲱霏蜚扉啡非绯菲匪诽悱斐榧翡篚痱"
"废"	"广发"	"FZ"	"FEI"	"废发庚度庞凑凄痪"
"沸"	"三弗"	"FZ"	"FEI"	"沸弗狒费佛满拂浇梆嫌"
"分"	"八刀"	"FF"	"FEN"	"分吩纷芬玢酚汾氛鼢公介仕艾外企"
"偾"	""	"FF"	"FEN"	"偾贲愤鲼粪"
"否"	"不口"	"FB"	"FOU"	"否不杏吾召百舌舍"
"绋"	""	"FU"	"FU"	"绋弗佛拂砩"
"蓆"	"艹席"	""	"xi"	""
"妼"	"女必"	"BI"	"BI"	"必心公分仲付办处"
"槿"	"木堇"	"JN"	"JIN"	"槿馑谨堇瑾"
"旌"	""	"JY"	"JING"	"旌旗旆"
"景"	""	"JY"	"JING"	"景憬璟昼夏桌晕臭暑"
"婧"	"女青"	"JY"	"JING"	"婧青倩"
"炯"	""	"JS"	"JIONG"	"炯迥恤蛔桐恫炳侗"
"究"	""	"JQ"	"JIU"	"究九宪充窍曳宠纪"
"臼"	""	"JQ"	"JIU"	"臼白扫田口凸曰"
"巨"	""	"JU"	"JU"	"巨讵拒苣炬钜距臣吕区邑良旦"
"蒹"	""	"JM"	"JIAN"	"蒹缣搛谦鹣"
"拣"	""	"JM"	"JIAN"	"拣炼栋练梳掠炼搅"
"检"	"木佥"	"JM"	"JIAN"	"检剑佥敛睑硷捡栓硷拾俭枪"
"简"	"竹间"	"JM"	"JIAN"	"简锏裥筒衙阁周尚筋"
"翦"	"前羽"	"JM"	"JIAN"	"翦谫剪前煎"
"见"	""	"JM"	"JIAN"	"见风夙兄贝巩瓜凡风"
"僵"	""	"JD"	"JIANG"	"僵缰礓疆侵惕爆慢债懂"
"阶"	""	"JX"	"JIE"	"阶介队耻趾防所断"
"节"	""	"JX"	"JIE"	"节方书芍艾力爷"
"诘"	"言吉"	"JX"	"JIE"	"诘告拮洁结"
"伙"	""	"HO"	"HUO"	"伙火钬仇价仪忱快休"
"或"	""	"HO"	"HUO"	"或惑戎成朝戒咸乾"
"惑"	"或心"	"HO"	"HUO"	"惑或感慈葱憨盛恿"
"芨"	""	"JI"	"JI"	"芨圾及"
"咭"	"口吉"	"JI"	"JI"	"咭吉"
"羁"	""	"JI"	"JI"	"羁马"
"蕺"	""	"JI"	"JI"	"蕺缉"
"几"	""	"JI"	"JI"	"几凡儿凡九八人孔"
"骥"	"马冀"	"JI"	"JI"	"骥冀"
"戛"	""	"JW"	"JIA"	"戛拽"
"铗"	"金夹"	"JW"	"JIA"	"铗荚浃侠狭硖夹郏蛱颊"
"惚"	""	"HU"	"HU"	"惚忽唿"
"滹"	""	"HU"	"HU"	"滹虎"
"岵"	"山古"	"HU"	"HU"	"岵怙古钴诂苦祜"
"猾"	""	"HW"	"HUA"	"猾滑猜猎狠猴狙猫"
"环"	"王环"	"HR"	"HUAN"	"环还坏怀不坏茄林怀析标"
"桓"	"木亘"	"HR"	"HUAN"	"桓洹亘宣框垣柜梧植桓"
"豢"	""	"HR"	"HUAN"	"豢誉篆蒙豪缓崇镁"
"湟"	"三皇"	"HD"	"HUANG"	"湟惶徨皇煌蝗鳇"
"蝗"	"虫皇"	"HD"	"HUANG"	"蝗遑晕涅煌煌惶螟惺擦螺"
"虺"	""	"HV"	"HUI"	"虺无"
"婚"	"女氏日，女昏"	"HP"	"HUN"	"婚昏婿循媳姬娟姻"
"馘"	"首或"	"GO"	"GUO"	"馘或"
"扛"	""	"GH"	"GANG"	"扛工杠红社江丑牡"
"薅"	""	"HK"	"HAO"	"薅辱"
"合"	"人一口"	"HE"	"HE"	"合洽台音会食百仓"
"横"	"木黄"	"HG"	"HENG"	"横黄潢璜模磺檬棱橇援"
"哄"	"口共"	"HS"	"HONG"	"哄共洪烘烘供洪唤呸哗"
"薨"	""	"HS"	"HONG"	"薨蒙"
"骺"	"骨后"	"HB"	"HOU"	"骺骨"
"虍"	""	"HU"	"HU"	"虍虎彪"
"烀"	"火乎"	"HU"	"HU"	"烀轷呼乎"
"酤"	"酉古"	"GU"	"GU"	"酤鸪估咕姑沽轱菇蛄"
"钴"	"金古"	"GU"	"GU"	"钴古诂怙"
"惯"	""	"GR"	"GUAN"	"惯贯惯愤喂惕偶慷慎"
"胱"	"月光"	"GD"	"GUANG"	"胱桄咣光晃"
"蝈"	"虫国"	"GO"	"GUO"	"蝈国帼掴"
"国"	"口玉"	"GO"	"GUO"	"国帼掴蝈园因围囤困囚"
"斧"	"你斤"	"FU"	"FU"	"斧爹爸谷爷苔芽岸"
"俯"	"人府"	"FU"	"FU"	"俯府付腑僻倘怖懈恤他"
"讣"	"言卜"	"FU"	"FU"	"讣卜扑计订仆汁认许"
"旮"	"九日"	"GA"	"GA"	"旮旯"
"酐"	"酉干"	"GJ"	"GAN"	"酐竿杆干肝秆赶旰矸"
"篙"	"竹高"	"GK"	"GAO"	"篙高篙稿搞槁镐惹篱篇慧窝意"
"槁"	"木高"	"GK"	"GAO"	"槁搞高稿蒿槁镐"
"耕"	"耒井"	"GG"	"GENG"	"耕井进粉敖科拼扮拱"
"梗"	"木更"	"GG"	"GENG"	"梗绠埂哽更硬便粳棱埂搜"
"肪"	"月方"	"FH"	"FANG"	"肪方访邡坊枋芳钫防房肪鲂仿彷纺放舫妨防脐肋朋肮妨"
"狒"	""	"FZ"	"FEI"	"狒费沸弗"
"粉"	"米分"	"FF"	"FEN"	"粉棼焚芬氛忿份粒扮粕吩粗纷"
"忿"	"分心"	"FF"	"FEN"	"忿玢酚汾分吩纷芬氛岔忿怠芬慈忽"
"砜"	"石风"	"FG"	"FENG"	"砜讽风疯"
"锋"	""	"FG"	"FENG"	"锋峰烽蜂镑绎绦蜂掐锌"
"稃"	"禾孚"	"FU"	"FU"	"稃浮孚"
"福"	""	"FU"	"FU"	"福幅副辐蝠褐祸揭竭捐碍"
"茷"	""	""	""	""
"梁"	""	"LD"	"LIANG"	"梁粱粱祭染梨架绘"
"缭"	""	"LC"	"LIAO"	"缭獠撩寮嘹僚镣燎"
"镣"	""	"LC"	"LIAO"	"镣燎缭獠撩寮僚嘹撩燎镀僚镇镑"
"蓼"	""	"LC"	"LIAO"	"蓼廖谬寥"
"咧"	"口列"	"LX"	"LIE"	"咧列冽洌烈"
"捩"	""	"LX"	"LIE"	"捩庆"
"裂"	"列衣"	"LX"	"LIE"	"裂列例趔梨犁黎型赘梁"
"临"	""	"LN"	"LIN"	"临监屹略呛陆陷峪"
"吝"	"文口"	"LN"	"LIN"	"吝文口各亨亭育吞宜"
"膦"	"月粦"	"LN"	"LIN"	"膦粼麟鳞磷瞵辚遴嶙"
"瓴"	"令瓦"	"LY"	"LING"	"瓴囹囚岭苓泠柃玲"
"铃"	"金令"	"LY"	"LING"	"铃玲瓴囹岭苓柃玲拎怜蛤钨钟"
"羚"	"羊令"	"LY"	"LING"	"羚令翎聆蛉零龄鲮呤势玲契铃拎野"
"龄"	"齿令"	"LY"	"LING"	"龄陵蛉聆羚令翎零龄呤晓敬酪鹤路凝"
"溜"	"三留"	"LQ"	"LIU"	"溜熘留馏酒潘滔澄榴"
"流"	""	"LQ"	"LIU"	"流硫琉琉抚梳诡疏泳"
"镧"	"金阑"	"LJ"	"LAN"	"镧谰阑澜斓"
"揽"	""	"LJ"	"LAN"	"揽览缆榄缆搅捞髓攒摄"
"榄"	"木览"	"LJ"	"LAN"	"榄揽览缆"
"懒"	""	"LJ"	"LAN"	"懒束敕赖獭懈傲惭嘲憾"
"捞"	""	"LK"	"LAO"	"捞劳涝唠崂痨铹榜描搽搭涝摇"
"缧"	""	"LZ"	"LEI"	"缧嫘累"
"里"	"田土"	"LI"	"LI"	"里俚哩娌理锂鲤男望呈堂垂垦"
"吏"	""	"LI"	"LI"	"吏使束更克空史者"
"丽"	""	"LI"	"LI"	"丽鲡鹂骊郦而厢顽雨面硕"
"痢"	""	"LI"	"LI"	"痢猁俐利莉痴疵闸釉钢饲"
"雳"	"雨历"	"LI"	"LI"	"雳历"
"嗑"	"口盍"	"KE"	"KE"	"嗑磕瞌溘"
"锞"	"金果"	"KE"	"KE"	"锞课颗稞棵果裸髁骒"
"啃"	"口肯"	"KF"	"KEN"	"啃肯咯晴哨唁暗咱"
"苦"	""	"KU"	"KU"	"苦枯古骷苫芳告昔吝芒"
"挎"	""	"KW"	"KUA"	"挎垮侉夸跨胯垮拷捞接摔挡"
"宽"	""	"KR"	"KUAN"	"宽髋觉觅宠盅盗窗"
"诳"	"言狂"	"KD"	"KUANG"	"诳狂"
"邝"	""	"KD"	"KUANG"	"邝广圹纩矿旷"
"框"	"木匡"	"KD"	"KUANG"	"框筐匡诓诓哐眶柜棺桓抠枢椎"
"窥"	"穴规"	"KV"	"KUI"	"窥规藐疑葫窟筑颖"
"捆"	""	"KP"	"KUN"	"捆悃困阃咽烟搁佃涸描"
"剌"	""	"LA"	"LA"	"剌喇棘瘌"
"腊"	"月昔"	"LA"	"LA"	"腊昔借错莫蜡胯腊脂膛腋膜"
"蜡"	"虫昔"	"LA"	"LA"	"蜡腊昔借错莫蛤储赔赌姥赂"
"籁"	"竹赖"	"LL"	"LAI"	"籁赖濑癞"
"锯"	"金居"	"JU"	"JU"	"锯据剧居士踞据锥踞铜银媚"
"卷"	""	"JR"	"JUAN"	"卷倦锩桊眷春巷拳看考"
"镢"	""	"JT"	"JUE"	"镢噘逆塑撅厥劂蕨橛"
"攫"	""	"JT"	"JUE"	"攫矍矍氍瞿攘撵澄邀缨遭"
"垲"	"土岂"	"KL"	"KAI"	"垲凯岂觊恺铠"
"铠"	""	"KL"	"KAI"	"铠恺垲凯岂觊"
"砍"	"石欠"	"KJ"	"KAN"	"砍欠坎莰玖欣汝汰炊改"
"抗"	""	"KH"	"KANG"	"抗亢沆抗炕钪"
"咳"	"口亥"	"KE"	"KE"	"咳该刻唆峻咬吱歧唉"
"睫"	""	"JX"	"JIE"	"睫捷婕胰睡睦睛睹捷"
"钅"	""	"JN"	"JIN"	"钅金"
"瑾"	"王堇"	"JN"	"JIN"	"瑾槿馑谨堇"
"觐"	"堇见"	"JN"	"JIN"	"觐靳"
"京"	""	"JY"	"JING"	"京谅就琼茎惊宗东奈怠烹束"
"茎"	""	"JY"	"JING"	"茎经泾轻烃莫叁宴莹茬皇"
"腈"	"月青"	"JY"	"JING"	"腈菁青倩睛精"
"憬"	""	"JY"	"JING"	"憬景璟"
"厩"	"厂既"	"JQ"	"JIU"	"厩既屈腐屁儒厨顾"
"狙"	""	"JU"	"JU"	"狙且狠租祖猾咀诅"
"掬"	""	"JU"	"JU"	"掬鞠"
"椐"	"木居"	"JU"	"JU"	"椐居琚据"
"莒"	""	"JU"	"JU"	"莒吕"
"榉"	"木举"	"JU"	"JU"	"榉举"
"肩"	"户月"	"JM"	"JIAN"	"肩眉启屑局房眉居"
"湔"	"三前"	"JM"	"JIAN"	"湔前煎"
"犍"	"牛建"	"JM"	"JIAN"	"犍建"
"碱"	"石咸"	"JM"	"JIAN"	"碱咸感憾贼晾碾碘碗磁"
"讲"	"言井"	"JD"	"JIANG"	"讲进井饼拼班供议诽"
"姣"	"女交"	"JC"	"JIAO"	"姣交效郊茭胶蛟跤鲛"
"孑"	""	"JX"	"JIE"	"孑子"
"诨"	"言军"	"HP"	"HUN"	"诨荤军浑"
"混"	"三昆"	"HP"	"HUN"	"混馄昆辊湿温渴浪痕碌"
"溷"	"三口豕"	"HP"	"HUN"	"溷"
"迹"	""	"JI"	"JI"	"迹亦奕亦逊迸迎进诞还"
"剞"	""	"JI"	"JI"	"剞奇"
"嵇"	""	"JI"	"JI"	"嵇尤"
"嫉"	"女疾"	"JI"	"JI"	"嫉疾蒺姬嫩娠嫁娘嫌"
"虮"	"虫几"	"JI"	"JI"	"虮玑"
"季"	"禾子"	"JI"	"JI"	"季禾李牵孕牟孪秀"
"既"	""	"JI"	"JI"	"既即助蜕防歌郎跃"
"枷"	"木加，木力口"	"JW"	"JIA"	"枷迦加茄珈柳挪棚捌栅郴"
"岬"	"山甲"	"JW"	"JIA"	"岬甲"
"胛"	"月甲"	"JW"	"JIA"	"胛钾甲"
"钾"	"金甲"	"JW"	"JIA"	"钾甲胛押钟钢锌绑钡"
"囫"	"口勿"	"HU"	"HU"	"囫囵口"
"瑚"	"王胡，王古月"	"HU"	"HU"	"瑚鹕胡糊郁葫猢湖煳蝴糊棚碗聊蝴捆"
"醐"	"西胡，西古月"	"HU"	"HU"	"醐胡"
"怀"	""	"HY"	"HUAI"	"怀不坏环忻休坏仟环饵"
"徊"	""	"HV"	"HUI"	"徊回泅彻蛔侗炯袖"
"奂"	""	"HR"	"HUAN"	"奂英央换换"
"唤"	"口奂"	"HR"	"HUAN"	"唤奂英央换呸噪涣唉吸嗅"
"磺"	"石黄"	"HD"	"HUANG"	"磺黄潢璜癀簧蟥横磅磁硬酵晴"
"卉"	"十廾"	"HV"	"HUI"	"卉奔齐并扦歼开穴"
"会"	"人云，入云"	"HV"	"HUI"	"会绘烩荟浍桧台合金舍皇吕"
"烩"	"火会"	"HV"	"HUI"	"烩会桧侩焰傍焙恰烃"
"猓"	""	"GO"	"GUO"	"猓猓蜾"
"蛤"	"虫合"	"HA"	"HA"	"蛤合蛇蚌蛆蜡蚜赔"
"函"	""	"HJ"	"HAN"	"函涵画困因卤国图"
"旱"	"日干"	"HJ"	"HAN"	"旱早捍焊悍昌阜吕皂邑享"
"蒿"	""	"HK"	"HAO"	"蒿高嚆"
"毫"	""	"HK"	"HAO"	"毫诧豪套蔓辜畜竟"
"郝"	""	"HK"	"HAO"	"郝赫郴淋邱赦都刺"
"劾"	"亥力"	"HE"	"HE"	"劾该亥咳骸胲阂核"
"讧"	"言工"	"HS"	"HONG"	"讧汇工江"
"恭"	""	"GS"	"GONG"	"恭艹茨获弗苹苯茂"
"购"	"贝勾"	"GB"	"GOU"	"购沟勾钓钩构赂赔财姆陷赡"
"够"	"句多"	"GB"	"GOU"	"够句多侈苟险脖姻隧镀锻"
"毂"	""	"GU"	"GU"	"毂勃"
"瞽"	""	"GU"	"GU"	"瞽替辇"
"崮"	"山固"	"GU"	"GU"	"崮固"
"瓜"	""	"GW"	"GUA"	"瓜胍呱爪皿低汛厄肛"
"拐"	""	"GY"	"GUAI"	"拐另别投拴摈括扭损"
"黼"	""	"FU"	"FU"	"黼甫"
"柑"	"木甘"	"GJ"	"GAN"	"柑坩泔苷疳绀彬柏枪抱枢棋"
"尴"	"九监"	"GJ"	"GAN"	"尴监"
"澉"	"三敢"	"GJ"	"GAN"	"澉橄敢憨"
"纲"	""	"GH"	"GANG"	"纲刚岗细钢缔绸纫绍"
"缸"	"缶工"	"GH"	"GANG"	"缸虹工肛杠岔征砍粒社幼"
"筻"	"竹更"	"GH"	"GANG"	"筻"
"糕"	"米羔"	"GK"	"GAO"	"糕羔精糖稳踪粗挨"
"袼"	""	"GE"	"GE"	"袼各胳"
"搿"	"手合手"	"GE"	"GE"	"搿瓣"
"庚"	""	"GG"	"GENG"	"庚唐更鲠绠埂废厌苗屏凄度"
"方"	""	"FH"	"FANG"	"方万力万古太大文"
"芳"	""	"FH"	"FANG"	"芳方访邡枋芳钫防房肪鲂仿肪彷纺放舫妨苦苫告宇苯茅"
"菲"	""	"FZ"	"FEI"	"菲啡非绯菲霏鲱腓匪诽悱斐榧翡篚痱韭非罪莽弗哭"
"篚"	"竹匪"	"FZ"	"FEI"	"篚翡榧斐悱诽匪腓鲱霏蜚扉啡非绯菲痱"
"氛"	"气分"	"FF"	"FEN"	"氛芬玢酚汾分吩纷氛鼢氖氧氮氢氯氟"
"棼"	"林分"	"FF"	"FEN"	"棼焚忿份粉鼢芬氛"
"迳"	""	"JY"	"JING"	"迳胫痉径"
"玖"	"王久"	"JQ"	"JIU"	"玖久玫砍坎汝改秋"
"疚"	""	"JQ"	"JIU"	"疚久疾疥疫痹汝夜"
"驹"	"马句"	"JU"	"JU"	"驹句驰驼胞驰驱明"
"踽"	"足禹"	"JU"	"JU"	"踽禹"
"间"	"门日"	"JM"	"JIAN"	"间问问闸同向闯回"
"缣"	""	"JM"	"JIAN"	"缣搛兼谦鹣"
"鲣"	"鱼坚"	"JM"	"JIAN"	"鲣坚"
"俭"	"人佥"	"JM"	"JIAN"	"俭佥剑敛睑硷侩检佬惨险硷"
"茳"	""	"JD"	"JIANG"	"茳江汇"
"角"	""	"JC"	"JIAO"	"角触用龟甩危甭沧"
"湫"	"三秋"	"JC"	"JIAO"	"湫秋锹"
"窖"	""	"JC"	"JIAO"	"窖告容答穿害餐菩"
"嗟"	"口差"	"JT"	"JUE"	"嗟差"
"杰"	""	"JX"	"JIE"	"杰卉充市交卒夹"
"耠"	"耒合"	"HO"	"HUO"	"耠合恰"
"叽"	"口几"	"JI"	"JI"	"叽饥机玑肌矶讥凡"
"机"	"木几"	"JI"	"JI"	"机玑肌矶讥凡叽饥饥析杭枕扒矾"
"赍"	""	"JI"	"JI"	"赍喷"
"畸"	"田奇"	"JI"	"JI"	"畸奇畴崎啼略晦峙"
"即"	""	"JI"	"JI"	"即鲫唧郎邵耶邯邱郧"
"脊"	""	"JI"	"JI"	"脊瘠晋背臂肯骨皆"
"鲚"	"鱼齐"	"JI"	"JI"	"鲚齐霁"
"髻"	""	"JI"	"JI"	"髻"
"唿"	"口忽"	"HU"	"HU"	"唿惚忽"
"蝴"	"虫胡，虫古月"	"HU"	"HU"	"蝴湖猢瑚鹕胡糊郁猢葫糊嘲蛾瑚锄棚"
"护"	""	"HU"	"HU"	"护户沪妒炉扦拧沪并"
"沪"	"三户"	"HU"	"HU"	"沪护户炉妒护沂汐驴"
"戽"	"户斗"	"HU"	"HU"	"戽斗"
"鹱"	""	"HU"	"HU"	"鹱鸟蕉"
"涣"	"三奂"	"HR"	"HUAN"	"涣换奂淤焕换唤痪没"
"逭"	""	"HR"	"HUAN"	"逭官"
"簧"	"竹黄"	"HD"	"HUANG"	"簧黄潢璜癀磺蟥费羞黄箕翼缓"
"喙"	"口"	"HV"	"HUI"	"喙橼缘"
"憾"	""	"HJ"	"HAN"	"憾感撼撼懒膀膨像惯"
"航"	"舟亢"	"HH"	"HANG"	"航亢吭沆肮舵舷舶般帆"
"号"	"口"	"HK"	"HAO"	"号呈导呈旦告骨阜"
"灏"	"三频"	"HK"	"HAO"	"灏皓景影颢"
"河"	"三可"	"HE"	"HE"	"河何嗬荷菏蚵坷洱何沟讨问"
"逅"	""	"HB"	"HOU"	"逅后诟"
"鲎"	""	"HB"	"HOU"	"鲎尝"
"苟"	""	"GB"	"GOU"	"苟狗岣句茗枸笱苟荷苛芍菏奇苞"
"诂"	"言古"	"GU"	"GU"	"诂古"
"桂"	"木圭"	"GV"	"GUI"	"桂圭封挂挂佳硅核徒洼"
"滚"	"三衮"	"GP"	"GUN"	"滚衮磙漾渍潦漆漳浪"
"攵"	""	"FJ"	"FAN"	"攵放"
"钆"	""	"GA"	"GA"	"钆扎"
"藁"	"蒿木"	"GK"	"GAO"	"藁喋"
"诰"	"言告"	"GK"	"GAO"	"诰告郜锆"
"防"	""	"FH"	"FANG"	"防方访邡坊枋芳钫房肪鲂仿肪彷纺放舫妨陇妨肪陆陡陀"
"啡"	"口非"	"FZ"	"FEI"	"啡非绯菲扉霏鲱腓匪诽悱斐榧翡篚痱吨哑吩吠吼啪"
"匪"	""	"FZ"	"FEI"	"匪腓鲱霏蜚扉啡非绯菲诽悱斐榧翡篚痱匿匹匝陡健康"
"悱"	""	"FZ"	"FEI"	"悱诽匪腓鲱霏蜚扉啡非绯菲斐榧翡篚痱"
"份"	"人分"	"FF"	"FEN"	"份棼焚芬氛忿饼汾伤扮伍俗"
"奋"	"大田"	"FF"	"FEN"	"奋畀苗宙奇畜笛彦"
"瀵"	""	"FF"	"FEN"	"瀵冀"
"呋"	"口夫"	"FU"	"FU"	"呋夫肤趺麸"
"肤"	"月夫"	"FU"	"FU"	"肤呋夫趺麸肢职肋跃跌耿"
"幅"	""	"FU"	"FU"	"幅副福辐蝠帽恨辐崎榷隔"
"睷"	"目建"	"JM"	"JIAN"	"健建楗毽腱键踺傻键陡缝犊俊"
"稆"	"禾吕"	"LV"	"LV"	"稆闾吕榈侣铝"
"峦"	""	"LR"	"LUAN"	"峦孪恋变挛栾恋帘茁帝怔密"
"纶"	""	"LP"	"LUN"	"纶轮论伦化抡伦囵沦抡组给络绝纯"
"雒"	"各隹"	"LO"	"LUO"	"雒隹"
"嬷"	"女麽"	"MA"	"MA"	"嬷麻麽"
"凉"	"二京"	"LD"	"LIANG"	"凉京掠琼椋谅晾冻谅琼掠东原"
"辽"	""	"LC"	"LIAO"	"辽了疗过迁迂江丑五"
"嘹"	""	"LC"	"LIAO"	"嘹镣燎缭獠撩寮僚"
"鹩"	""	"LC"	"LIAO"	"鹩鹌"
"料"	"米斗"	"LC"	"LIAO"	"料科科籽杯粒粉斜"
"劣"	"少力"	"LX"	"LIE"	"劣尖笑尖癸给络努"
"躐"	""	"LX"	"LIE"	"躐劂厥"
"鬣"	""	"LX"	"LIE"	"鬣"
"啉"	"口林"	"LN"	"LIN"	"啉林木淋琳"
"赁"	"任贝"	"LN"	"LIN"	"赁任凭赏贾贸凭质资"
"棂"	"木灵"	"LY"	"LING"	"棂灵"
"领"	"令页"	"LN"	"LING"	"领令邻领翎瓴呤预颁烦须颂颈"
"廊"	"广郎"	"LH"	"LANG"	"廊琅榔稂锒朗阆浪蒗狼莨廓庇威励厨屈"
